"PlotID","Date","Collector","Latitude","Longitude","Site Description","Ecosystem Class","Additional Class","Aspect","Elevation _m","Comments","Densio10","Densio20","Densio30","Densio40","Percent_Canopy_Cover","Prism_Hits","Dominant_Tree","Second_Tree","Tree_Size_Class"
300.00,7/17/2014 0:00:00,"JM",46.85,-113.88,"Forest","Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest",,"90",1034.00,"Labeled as grassland",7.00,9.00,9.00,10.00,"29.1",3.00,"PINPON",,
301.00,7/17/2014 0:00:00,"JM",46.85,-113.88,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"90",1020.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
302.00,7/22/2014 0:00:00,"JM",46.85,-113.88,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"70",1010.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
303.00,7/17/2014 0:00:00,"EF",46.85,-113.88,"Grassland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"64",1025.00,"0",3.00,2.00,3.00,2.00,"8.3",1.00,"PSEMEN",,
304.00,7/17/2014 0:00:00,"EF",46.85,-113.88,"Grassland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"60",1019.00,"Plot moved out of road.",1.00,3.00,3.00,3.00,"8.3",4.00,"PSEMEN",,
305.00,8/4/2014 0:00:00,"EF",46.81,-114.01,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"350",1141.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
306.00,8/4/2014 0:00:00,"JM",46.81,-114.00,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"342",1165.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
307.00,8/4/2014 0:00:00,"EF",46.81,-114.00,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"330",1201.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
308.00,8/4/2014 0:00:00,"JM",46.81,-114.00,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"334",1211.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
309.00,8/4/2014 0:00:00,"EF",46.81,-114.01,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"312",1170.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
310.00,8/11/2014 0:00:00,"MB",46.74,-114.03,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"254",1201.00,"GAP completed at this plot",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
311.00,8/11/2014 0:00:00,"MB",46.74,-114.03,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"278",1202.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
312.00,8/11/2014 0:00:00,"MB",46.74,-114.03,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"258",1194.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
313.00,8/11/2014 0:00:00,"MB",46.73,-114.03,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"196",1191.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
314.00,8/11/2014 0:00:00,"MB",46.73,-114.03,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"184",1188.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
315.00,8/25/2014 0:00:00,"MB",46.60,-113.93,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"226",1230.00,"GAP completed at this plot.",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
316.00,8/25/2014 0:00:00,"MB",46.60,-113.93,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"162",1226.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
318.00,8/25/2014 0:00:00,"MB",46.60,-113.93,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"98",1198.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
319.00,8/25/2014 0:00:00,"MB",46.60,-113.93,"Grassland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"300",1218.00,"0",5.00,6.00,5.00,0.00,"13.3",2.00,"PINPON",,
322.00,6/9/2014 0:00:00,"JM, MB, EF",46.55,-113.93,"Grassland",,,"68",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
322.00,6/30/2014 0:00:00,"MB JM",46.55,-113.93,"Grassland",,,"81",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
322.00,9/4/2014 0:00:00,"MB",46.55,-113.93,"Grassland",,,"72",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
323.00,6/9/2014 0:00:00,"JM, MB, EF",46.56,-113.93,"Grassland",,,"25",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
323.00,6/30/2014 0:00:00,"EF",46.56,-113.93,"Grassland",,,"200",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
323.00,9/4/2014 0:00:00,"MB",46.56,-113.93,"Grassland",,,"214",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
325.00,5/27/2014 0:00:00,"MB EF",46.73,-114.04,"Grassland",,,"216",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
325.00,6/16/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"194",,"Plants were clipped in the rain. Wet weights may not be accurate.",0.00,0.00,0.00,0.00,"0",0.00,"0",,
325.00,7/10/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"198",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
325.00,8/12/2014 0:00:00,"MB",46.73,-114.04,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"200",1200.00,"GAP completed at this plot",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
325.00,9/3/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"188",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
325.00,9/22/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"198",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
325.00,5/25/2015 0:00:00,"MD,JM,LS",46.73,-114.04,"0","GLM","0","190",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0",
325.00,6/15/2015 0:00:00,"MD,JM",46.73,-114.04,"0","GLM","0","282",0.00,"plot moved",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
325.00,7/6/2015 0:00:00,"LS, JM",46.73,-114.04,"0","GLM","0","250",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
325.00,8/5/2015 0:00:00,"MD",46.73,-114.04,"0","GLM","0","291",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
325.00,9/11/2015 0:00:00,"LS",46.73,-114.04,"0","GLM","0","208",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
325.00,9/23/2015 0:00:00,"LS",46.73,-114.04,"0","GLM","0","223",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
326.00,5/20/2014 0:00:00,"JS,JM,MB,EF",46.73,-114.04,"Grassland",,,"flat",,"flat aspect",0.00,0.00,0.00,0.00,"0",0.00,"0",,
326.00,6/16/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"258",,"Plants were clipped in the rain. Wet weights may not be accurate.",0.00,0.00,0.00,0.00,"0",0.00,"0",,
326.00,7/10/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"262",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
326.00,8/12/2014 0:00:00,"MB",46.73,-114.04,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"262",997.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
326.00,9/3/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"260",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
326.00,9/22/2014 0:00:00,"MB",46.73,-114.04,"Grassland",,,"260",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
326.00,5/25/2015 0:00:00,"LS,MD,JM",46.73,-114.04,"0","GLM","0","flat",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0"," ","0"
326.00,6/15/2015 0:00:00,"JM, MD",46.73,-114.04,"0","GLM","0","flat",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
326.00,7/6/2015 0:00:00,"LS, JM",46.73,-114.04,"0","GLM","0","FLAT",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
326.00,8/5/2015 0:00:00,"MD",46.73,-114.04,"0","GLM","0","FLAT",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
326.00,9/11/2015 0:00:00,"LS",46.73,-114.04,"0","GLM","0","flat",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
326.00,9/23/2015 0:00:00,"LS",46.73,-114.04,"0","GLM","0","flat",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
327.00,8/12/2014 0:00:00,"MB",46.73,-114.04,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"164",1005.00,"original plot was in a difficult area to lay out transect along same contour and aspect. moved plot 100 feet to a more suitable location. same plant communty and teansect will be on same contour and aspect.",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
328.00,8/12/2014 0:00:00,"MB",46.73,-114.04,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"212",1035.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
329.00,8/12/2014 0:00:00,"MB",46.73,-114.04,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"176",1029.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
330.00,7/23/2014 0:00:00,"TAH",46.67,-113.98,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"173",1240.00,"0",0.00,0.00,0.00,0.00,"0.0",1.00,"0",,
331.00,7/21/2014 0:00:00,"TH",46.67,-113.99,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"138",1222.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
332.00,7/23/2014 0:00:00,"TH",46.67,-113.99,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"324",1206.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
333.00,7/23/2014 0:00:00,"TH",46.67,-113.99,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"123",1208.00,"0",0.00,0.00,0.00,0.00,"0.0",1.00,"0",,
334.00,7/23/2014 0:00:00,"TH",46.67,-113.98,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"202",1294.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
335.00,7/21/2014 0:00:00,"EF",46.58,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"175",1325.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
336.00,7/21/2014 0:00:00,"MB",46.58,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"188",1316.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
337.00,7/21/2014 0:00:00,"MB",46.58,-113.92,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"262",1218.00,"0",2.00,0.00,0.00,0.00,"1.7",0.00,"PINPON",,
338.00,7/21/2014 0:00:00,"JM",46.58,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"164",1301.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
339.00,7/21/2014 0:00:00,"EF",46.58,-113.91,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"295",1299.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
340.00,5/21/2014 0:00:00,"RD JM MB EF",46.84,-113.96,"Grassland",,,"96",,"0",0.00,0.00,0.00,0.00,"0",1.00,"PSEMEN",,
340.00,6/16/2014 0:00:00,"JMM",46.84,-113.96,"Grassland",,,"116",,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON",,
340.00,7/10/2014 0:00:00,"JMM",46.84,-113.96,"Grassland",,,"118",,"0",1.00,6.00,3.00,0.00,"10",4.00,"PINPON",,
340.00,8/13/2014 0:00:00,"MB",46.84,-113.96,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"114",1345.00,"GAP completed at this plot.",0.00,0.00,0.00,0.00,"0.0",1.00,"PINPON",,
340.00,9/3/2014 0:00:00,"JM",46.84,-113.96,"Grassland",,,"96",,"0",0.00,0.00,10.00,0.00,"10",2.00,"PINPON",,
340.00,9/22/2014 0:00:00,"JM",46.84,-113.96,"Grassland",,,"113",,"0",0.00,0.00,2.00,0.00,"2",2.00,"PINPON",,
340.00,5/27/2015 0:00:00,"MD,LS,JM",46.84,-113.96,"0","GLM ","0","96",0.00,"moved plot",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","2","0"
340.00,6/16/2015 0:00:00,"LS,MD",46.84,-113.96,"0","GLM","0","130",0.00,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","2"
340.00,7/6/2015 0:00:00,"MD,LE",46.84,-113.96,"0","GLM","0","138",0.00,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","2"
340.00,8/7/2015 0:00:00,"LS",46.84,-113.95,"0","GLM","0","144",0.00,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","2"
340.00,9/9/2015 0:00:00,"LS",46.84,-113.96,"0","GLM","0","122",0.00,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","3"
340.00,9/23/2015 0:00:00,"MD",46.84,-113.96,"0","GLM","0","128",0.00,"0",0.00,0.00,0.00,0.00,"0",3.00,"PINPON","0","2"
341.00,8/13/2014 0:00:00,"MB",46.83,-113.96,"Grassland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"274",1303.00,"0",3.00,0.00,13.00,7.00,"19.1",4.00,"PINPON",,
342.00,8/13/2014 0:00:00,"MB",46.84,-113.96,"Grassland","Rocky Mountain Ponderosa Pine Woodland and Savanna",,"146",1437.00,"0",13.00,5.00,0.00,0.00,"15.0",4.00,"PINPON",,
343.00,8/13/2014 0:00:00,"MB",46.84,-113.96,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"198",1370.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
344.00,5/21/2014 0:00:00,"EF MB",46.84,-113.96,"Grassland",,,"204",,"0",0.00,0.00,0.00,0.00,"0",0.00,"PSEMEN",,
344.00,6/16/2014 0:00:00,"JMM",46.84,-113.96,"Grassland",,,"176",,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINPON",,
344.00,7/10/2014 0:00:00,"JMM",46.84,-113.96,"Grassland",,,"182",,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINPON",,
344.00,8/13/2014 0:00:00,"MB",46.84,-113.96,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"198",1368.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
344.00,9/3/2014 0:00:00,"JM",46.84,-113.96,"Grassland",,,"172",,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINPON",,
344.00,9/22/2014 0:00:00,"JM",46.84,-113.96,"Grassland",,,"202",,"0",0.00,0.00,0.00,0.00,"0",0.00,"0",,
344.00,5/27/2015 0:00:00,"LS, MD, JM",46.84,-113.96,"0","GLM","0","200",0.00,"0-meter forbs are in 2 bags ",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
344.00,6/16/2015 0:00:00,"MD,LS",46.84,-113.96,"0","GLM","0","197",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
344.00,7/6/2015 0:00:00,"MD, LE",46.84,-113.96,"0","GLM","0","199",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
344.00,8/7/2015 0:00:00,"LS",46.84,-113.96,"0","GLM","0","200",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
344.00,9/9/2015 0:00:00,"LS",46.84,-113.96,"0","GLM","0","180",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
344.00,9/23/2015 0:00:00,"MD",46.84,-113.96,"0","GLM","0","189",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
345.00,7/23/2015 0:00:00,"EF",46.74,-113.99,"0","GUM","0","100",1347.34,"0",18.00,4.00,4.00,15.00,"10.25",2.00,"PINPON","0","4"
346.00,7/23/2015 0:00:00,"MD",46.74,-113.99,"0","GUM","0","167",1264.39,"0",23.00,0.00,21.00,23.00,"16.75",6.00,"PINPON","PSEMEN","3"
347.00,7/23/2015 0:00:00,"MD",46.74,-113.99,"0","GUM","0","153",1311.63,"0",0.00,8.00,7.00,11.00,"6.5",1.00,"PINPON","0","3"
348.00,7/23/2015 0:00:00,"EF",46.77,-113.99,"0","SHR","0","218",1318.49,"Plot moved out of small clump of PINPON into shrubland.",2.00,1.00,0.00,1.00,"1",0.00,"0","0","0"
349.00,7/23/2015 0:00:00,"EF, MD",46.74,-113.99,"0","SHR","0","100",1321.95,"Plot moved out of small PINPON clump into open shrubland.",1.00,12.00,21.00,0.00,"8.5",2.00,"PINPON","0","4"
359.00,7/23/2014 0:00:00,"EF",46.54,-113.92,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"200",1323.00,"This was the GAP plot for this group. No shrubs.",0.00,1.00,0.00,1.00,"1.7",0.00,"PINPON",,
360.00,7/23/2014 0:00:00,"EF",46.54,-113.91,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"244",1376.00,"Plot heavily grazed by cattle.",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
361.00,7/23/2014 0:00:00,"JM",46.54,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"53",1382.00,"Heavily grazed",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
362.00,7/23/2014 0:00:00,"EF",46.54,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"335",1357.00,"Plot heavily grazed by cattle.",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
363.00,7/23/2014 0:00:00,"MB",46.55,-113.91,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"356",1363.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
364.00,5/26/2014 0:00:00,"JM, MB, EF",46.53,-113.90,"Grassland",,,"174",,"0",8.00,1.00,2.00,8.00,"20",0.00,"PINPON",,
364.00,6/16/2014 0:00:00,"EF",46.53,-113.90,"Grassland",,,"200",,"0",2.00,0.00,5.00,10.00,"18",1.00,"PINPON",,
364.00,7/9/2014 0:00:00,"MB",46.53,-113.90,"Grassland",,,"184",,"Plot 10m was under a large PSEMEN",17.00,1.00,3.00,8.00,"30",3.00,"PINPON",,
364.00,8/18/2014 0:00:00,"MB",46.53,-113.90,"Grassland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"192",1380.00,"GAP completed at this plot.",2.00,0.00,0.00,9.00,"9.2",1.00,"PSEMEN",,
364.00,9/3/2014 0:00:00,"EF",46.53,-113.90,"Grassland",,,"190",,,0.00,0.00,1.00,22.00,"24",0.00,"PINPON",,
364.00,9/22/2014 0:00:00,"EF",46.53,-113.90,"Grassland",,,"200",,"0",0.00,0.00,1.00,4.00,"5",0.00,"PINPON",,
364.00,5/26/2015 0:00:00,"JM,LS,MD",46.54,-113.90,"0","GUM","0","240",0.00,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","3"
364.00,6/17/2015 0:00:00,"JM,LS",46.54,-113.90,"0","GUM","0","222",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
364.00,7/7/2015 0:00:00,"EF JM ls md",46.53,-113.90,"0","GUM","0","213",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
364.00,8/6/2015 0:00:00,"EF",46.53,-113.90,"0","GUM","0","215",0.00,"0",0.00,10.00,0.00,0.00,"2",1.00,"PINPON","0","3"
364.00,9/9/2015 0:00:00,"EF",46.53,-113.90,"0","GUM","0","213",0.00,"0",0.00,0.00,1.00,2.00,"1",0.00,"0","0","0"
364.00,9/23/2015 0:00:00,"EF",46.53,-113.90,"0","GUM","0","170",0.00,"0",3.00,2.00,0.00,0.00,"1",2.00,"PSEMEN","PINPON","3"
366.00,8/18/2014 0:00:00,"MB",46.53,-113.90,"Wetland","Rocky Mountain Subalpine-Montane Riparian Woodland",,"344",1388.00,"0",0.00,8.00,12.00,18.00,"31.6",6.00,"PSEMEN",,
367.00,5/26/2014 0:00:00,"JM, MB, EF",46.54,-113.90,"Grassland",,,"324",,"0",1.00,0.00,1.00,0.00,"2",0.00,"PINPON",,
367.00,6/16/2014 0:00:00,"EF",46.54,-113.90,"Grassland",,,"220",,"Aspect from first sample significantly different. Training confusion? This aspect good.",0.00,0.00,8.00,6.00,"15",1.00,"PINPON",,
367.00,7/9/2014 0:00:00,"MB",46.54,-113.90,"Grassland",,,"226",,"0",0.00,4.00,1.00,6.00,"11",0.00,"PINPON",,
367.00,8/18/2014 0:00:00,"MB",46.54,-113.90,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"220",1376.00,"0",0.00,0.00,0.00,0.00,"0.0",1.00,"PINPON",,
367.00,9/3/2014 0:00:00,"EF",46.54,-113.90,"Grassland",,,"220",,,0.00,0.00,1.00,2.00,"3",0.00,"PINPON",,
367.00,9/22/2014 0:00:00,"EF",46.54,-113.90,"Grassland",,,"220",,"0",0.00,0.00,1.00,4.00,"5",0.00,"PINPON",,
367.00,5/26/2015 0:00:00,"LS,MD,JM",46.54,-113.90,"0","GUM","0","220",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINPON","0","3"
367.00,6/17/2015 0:00:00,"LS,JM",46.54,-113.90,"0","GUM","0","214",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
367.00,7/7/2015 0:00:00,"EF JM md ls",46.54,-113.90,"0","GUM","0","220",0.00,"46.54045",0.00,0.00,0.00,0.00,"0",2.00,"PINPON"," ","2"
367.00,8/6/2015 0:00:00,"EF",46.54,-113.90,"0","GUM","0","220",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINPON","0","2"
367.00,9/9/2015 0:00:00,"EF",46.54,-113.90,"0","GUM","0","212",0.00,"0",0.00,0.00,0.00,2.00,"0",0.00,"0","0","0"
367.00,9/23/2015 0:00:00,"EF",46.54,-113.90,"0","GUM","0","210",0.00,"0",0.00,0.00,0.00,7.00,"2",0.00,"0","0","0"
368.00,8/18/2014 0:00:00,"MB",46.53,-113.90,"Grassland","Rocky Mountain Montane-Foothill Deciduous Shrubland",,"176",1384.00,"0",4.00,11.00,6.00,0.00,"17.5",6.00,"PSEMEN",,
369.00,7/23/2014 0:00:00,"MB",46.55,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"80",1360.00,"Heavily grazed. Gap completed at this plot. No shrubs. No forbs in any clip plot",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
370.00,7/23/2014 0:00:00,"JM",46.54,-113.90,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"18",1388.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
371.00,7/23/2014 0:00:00,"MB",46.55,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"358",1363.00,"Heavily grazed. No forbs in any of the clip plots.",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
372.00,7/23/2014 0:00:00,"JM",46.54,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"85",1381.00,"Heavily grazed",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
373.00,7/23/2014 0:00:00,"MB",46.55,-113.91,"Grassland","Rocky Mountain Lower Montane, Foothill, and Valley Grassland",,"264",1372.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
374.00,7/18/2014 0:00:00,"MB TA",46.49,-113.95,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"212",1401.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
375.00,7/17/2014 0:00:00,"MB TA",46.49,-113.95,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"104",1364.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
376.00,7/17/2014 0:00:00,"MB TA",46.49,-113.95,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"154",1368.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
377.00,7/17/2014 0:00:00,"MB TA",46.49,-113.95,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"264",1390.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"0",,
378.00,7/18/2014 0:00:00,"MB TA",46.49,-113.95,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"186",1385.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
379.00,7/15/2015 0:00:00,"EF",46.53,-113.92,"0","GLM","DA","240",1386.40,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
380.00,7/15/2015 0:00:00,"MD",46.53,-113.91,"0","DA","GLM","349",1432.71,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
381.00,7/15/2015 0:00:00,"MD",46.53,-113.91,"0","DA","GLM","5",1404.08,"No forbs in clipplot 0m, 20m, 40m",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
382.00,7/15/2015 0:00:00,"MD, EF",46.53,-113.91,"0","DA","GLM","319",1389.84,"No forbs in clipplot 0m, 20m, 40m",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
383.00,7/15/2015 0:00:00,"EF",46.53,-113.91,"0","DA","GLM","295",1433.29,"Plot moved aprox 60' away from edge of forest.",0.00,0.00,0.00,4.00,"1",0.00,"PINPON","0","2"
384.00,8/5/2015 0:00:00,"JM",46.59,-113.90,"0","OPP","0","202",1370.21,"0",3.00,5.00,20.00,1.00,"7.25",8.00,"PINPON","0","3"
385.00,8/5/2015 0:00:00,"LS",46.58,-113.90,"0","OPP","0","200",1357.07,"0",11.00,2.00,13.00,14.00,"10",11.00,"PINPON","0","4"
386.00,8/5/2015 0:00:00,"JM",46.59,-113.90,"0","OPP","0","246",1379.02,"0",0.00,2.00,0.00,2.00,"1",5.00,"PINPON","0","3"
387.00,8/5/2015 0:00:00,"LS",46.59,-113.90,"0","OPP","0","176",1363.54,"0",8.00,1.00,10.00,13.00,"8",7.00,"PINPON","0","4"
401.00,7/18/2014 0:00:00,"MB TA",46.49,-113.94,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"120",1433.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PSEMEN",,
402.00,7/18/2014 0:00:00,"MB TA",46.49,-113.93,"Grassland","Inter-Mountain Basins Montane Sagebrush Steppe",,"186",1471.00,"0",0.00,0.00,0.00,0.00,"0.0",0.00,"PINPON",,
