"PlotID","Date","Collector","Latitude","Longitude","Site Description","Ecosystem Class","Additional Class","Aspect","Elevation _m","Comments","Densio10","Densio20","Densio30","Densio40","Percent_Canopy_Cover","Prism_Hits","Dominant_Tree","Second_Tree","Tree_Size_Class"
1036.00,7/17/2015 0:00:00,"LS,EF,KB",46.55,-113.85,"0","RX2","FMC","260",1749.16,"0",9.00,12.00,7.00,17.00,"11.25",15.00,"PSEMEN","PINPON","2"
1037.00,7/17/2015 0:00:00,"LS",46.55,-113.85,"0","RX2","FMC","234",1706.46,"0",7.00,12.00,2.00,4.00,"6.25",9.00,"PINPON","PSEMEN","1"
1038.00,7/17/2015 0:00:00,"EF, KB",46.55,-113.85,"0","RX2","FMC","180",1731.27,"0",8.00,9.00,7.00,9.00,"8.25",5.00,"PSEMEN","PINPON","3"
1039.00,7/17/2015 0:00:00,"EF, KB",46.55,-113.85,"0","RX2","FMC","232",1755.86,"0",17.00,10.00,7.00,15.00,"12.25",7.00,"PSEMEN","PINPON","3"
1040.00,7/17/2015 0:00:00,"LS",46.55,-113.85,"0","RX2","FMC","231",1679.91,"0",14.00,4.00,7.00,8.00,"8.25",21.00,"PINPON","PSEMEN","2"
1041.00,8/13/2015 0:00:00,"EF",46.16,-113.95,"0","RX2","FMC","50",1524.84,"plot moved upslope for navigation safety - very steep!",7.00,8.00,2.00,1.00,"4.5",9.00,"PINPON","PSEMEN","4"
1042.00,8/13/2015 0:00:00,"LS",46.17,-113.95,"0","RX2","FMC","250",1599.68,"0",14.00,8.00,7.00,10.00,"9.75",15.00,"PSEMEN","PINPON","4"
1043.00,8/13/2015 0:00:00,"LS",46.17,-113.95,"0","RX2","FMC","354",1549.51,"0",12.00,14.00,13.00,14.00,"13.25",22.00,"PSEMEN","0","3"
1044.00,8/13/2015 0:00:00,"LS,EF",46.17,-113.95,"0","RX2","FMC","320",1642.60,"0",11.00,16.00,24.00,14.00,"16.25",4.00,"PINPON","PSEMEN","4"
1045.00,8/13/2015 0:00:00,"EF",46.17,-113.95,"0","RX2","FMC","230",1592.90,"0",6.00,9.00,17.00,10.00,"10.5",12.00,"PINPON","PSEMEN","3"
1046.00,8/4/2015 0:00:00,"LS",46.43,-113.88,"0","RX2","MFLP","116",1996.71,"0",18.00,12.00,20.00,18.00,"17",16.00,"PINCON","PSEMEN","2"
1047.00,8/4/2015 0:00:00,"LS",46.43,-113.88,"0","RX2","MFLP","162",1963.13,"0",21.00,15.00,9.00,7.00,"13",19.00,"PINCON","PSEMEN","3"
1048.00,8/4/2015 0:00:00,"EF",46.43,-113.87,"0","RX2","MFLP","150",1967.06,"0",15.00,21.00,18.00,19.00,"18.25",19.00,"PINCON","PSEMEN","2"
1049.00,8/4/2015 0:00:00,"EF",46.43,-113.87,"0","RX2","MFLP","220",1923.14,"0",20.00,21.00,20.00,15.00,"19",17.00,"PINCON","PSEMEN","2"
1051.00,8/24/2015 0:00:00,"JM, LG",46.73,-113.74,"0","RX 1","FMC","29",1480.63,"0",0.00,0.00,2.00,0.00,"0.5",1.00,"PSEMEN","0","2"
1052.00,8/24/2015 0:00:00,"LS",46.73,-113.74,"0","RX1","FMC","38",1208.92,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","3"
1053.00,8/24/2015 0:00:00,"JM",46.73,-113.74,"0","RX 1","FMC","95",1371.92,"Moved plot due to very steep access.",0.00,0.00,2.00,3.00,"1.25",0.00,"PSEMEN","0","2"
1055.00,8/24/2015 0:00:00,"LS",46.73,-113.74,"0","RX1","FMC","71",1396.29,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","3"
1057.00,7/27/2015 0:00:00,"LS",46.41,-113.64,"0","RX2","MFDSF","30",2223.62,"0",10.00,12.00,15.00,16.00,"13.25",8.00,"ABILAS","PINCON","2"
1059.00,7/27/2015 0:00:00,"MD,JM",46.41,-113.65,"0","RX2","MFDSF","322",2252.97,"0",24.00,23.00,24.00,22.00,"23.25",22.00,"ABILAS","PINCON","2"
1061.00,7/29/2015 0:00:00,"MD, JM",46.44,-113.68,"0","RX2","SWP","113",2365.10,"0",21.00,14.00,19.00,21.00,"18.75",10.00,"ABILAS","PINALB","2"
1063.00,7/29/2015 0:00:00,"JM",46.44,-113.67,"0","RX2","SWP","72",2273.41,"0",20.00,20.00,16.00,20.00,"19",11.00,"ABILAS","PINALB","2"
1065.00,7/29/2015 0:00:00,"MD",46.44,-113.67,"0","RX2","SWP","92",2296.00,"0",21.00,19.00,20.00,23.00,"20.75",7.00,"ABILAS","PINALB","2"
1071.00,8/26/2015 0:00:00,"EF",46.46,-113.76,"0","RX1","FMC","220",1743.34,"plot moved",7.00,7.00,13.00,17.00,"11",6.00,"PSEMEN","PINPON","4"
1072.00,8/26/2015 0:00:00,"MD",46.45,-113.76,"0","RX1","FMC","163",1775.01,"0",6.00,5.00,9.00,24.00,"11",7.00,"PSEMEN","PINPON","3"
1073.00,8/26/2015 0:00:00,"EF",46.45,-113.76,"0","RX1","FMC","115",1841.77,"plot moved",7.00,12.00,8.00,12.00,"9.75",9.00,"PSEMEN","JUNSCO","2"
1074.00,8/26/2015 0:00:00,"MD",46.46,-113.76,"0","RX1","FMC","171",1823.34,"0",8.00,15.00,15.00,18.00,"14",6.00,"PINPON","PSEMEN","3"
1075.00,8/26/2015 0:00:00,"EF",46.46,-113.76,"0","RX1","FMC","135",1706.71,"plot moved",9.00,18.00,6.00,7.00,"10",4.00,"PSEMEN","PINPON","3"
1076.00,7/30/2015 0:00:00,"MD",46.51,-113.72,"0","RX1","MFLP","223",1970.08,"0",21.00,24.00,23.00,24.00,"23",26.00,"PINCON","PSEMEN","2"
1078.00,7/30/2015 0:00:00,"JM",46.51,-113.72,"0","RX1","MFLP","187",2014.27,,16.00,12.00,21.00,15.00,"16",11.00,"PINCON","PSEMEN","2"
1079.00,7/30/2015 0:00:00,"LS",46.52,-113.72,"0","RX1","MFLP","236",2022.17,"no evidence of burn",13.00,6.00,10.00,15.00,"11",13.00,"PINCON","PSEMEN","2"
1080.00,7/30/2015 0:00:00,"JM",46.51,-113.72,"0","RX1","MFLP","190",2020.94,"0",14.00,21.00,20.00,21.00,"19",21.00,"PINCON","0","2"
1081.00,7/28/2015 0:00:00,"LS",46.50,-113.75,"0","RX1","FMC","204",1649.44,"0",7.00,10.00,16.00,6.00,"9.75",11.00,"PINPON","PSEMEN","3"
1082.00,7/28/2015 0:00:00,"JM",46.50,-113.75,"0","RX1","FMC","199",1638.79,"0",12.00,6.00,6.00,2.00,"6.5",8.00,"PINPON","PSEMEN","3"
1083.00,7/28/2015 0:00:00,"LS",46.50,-113.75,"0","RX1","FMC","202",1622.57,"0",16.00,12.00,3.00,7.00,"9.5",15.00,"PINPON","PSEMEN","2"
1084.00,7/28/2015 0:00:00,"JM",46.50,-113.75,"0","RX1","FMC","236",1705.33,"0",9.00,13.00,16.00,17.00,"13.75",9.00,"PINPON","PSEMEN","2"
1085.00,7/28/2015 0:00:00,"JM",46.50,-113.75,"0","RX1","FMC","185",1509.17,"0",7.00,2.00,6.00,11.00,"6.5",10.00,"PSEMEN","PINPON","2"
1086.00,8/3/2015 0:00:00,"JM",46.76,-113.72,"0","RX1","FMC","49",1190.68,"0",15.00,17.00,19.00,20.00,"17.75",6.00,"PINPON","PSEMEN","2"
1087.00,8/3/2015 0:00:00,"EF",46.76,-113.72,"0","RX1","FMC","125",1109.11,"Plot moved 60' to be fully within RX1 HT.",1.00,1.00,2.00,11.00,"3.75",2.00,"PSEMEN","PINPON","2"
1088.00,8/3/2015 0:00:00,"EF",46.76,-113.72,"0","RX1","FMC","60",1134.81,"0",16.00,11.00,9.00,9.00,"11.25",7.00,"PSEMEN","PINPON","2"
1089.00,8/3/2015 0:00:00,"EF, JM",46.76,-113.72,"0","RX1","FMC","90",1160.58,"0",14.00,16.00,10.00,10.00,"12.5",9.00,"PSEMEN","PINPON","2"
1090.00,8/3/2015 0:00:00,"JM",46.76,-113.72,"0","RX1","FMC","166",1163.08,"0",9.00,5.00,15.00,21.00,"12.5",9.00,"PINPON","0","3"
1091.00,8/7/2015 0:00:00,"MD",46.77,-113.73,"0","RX1","FMC","38",1207.91,"compared to 1092, there isn't any evidence of a burn",20.00,24.00,24.00,24.00,"23",14.00,"PSEMEN","LAROCC","2"
1092.00,8/7/2015 0:00:00,"MD",46.77,-113.73,"0","RX1","FMC","20",1223.36,"0",24.00,17.00,24.00,18.00,"20.75",7.00,"PSEMEN","PINPON","3"
1093.00,8/7/2015 0:00:00,"EF",46.77,-113.73,"0","RX1","FMC","10",1213.87,"plot moved to be fully within burn boundary",7.00,6.00,5.00,4.00,"5.5",6.00,"PSEMEN","PINPON","2"
1094.00,8/7/2015 0:00:00,"EF",46.77,-113.73,"0","RX1","FMC","40",1198.80,"0",12.00,19.00,18.00,12.00,"15.25",8.00,"PSEMEN","LAROCC","2"
1095.00,8/7/2015 0:00:00,"EF, MD",46.76,-113.73,"0","RX1","FMC","35",1212.43,"0",6.00,22.00,18.00,16.00,"15.5",10.00,"PINPON","PSEMEN","3"
1096.00,8/11/2015 0:00:00,"EF, LS",45.81,-114.27,"0","RX2","FMC","140",1549.72,"plot moved 30' off old road",18.00,19.00,13.00,12.00,"15.5",12.00,"PINPON","PSEMEN","2"
1097.00,8/11/2015 0:00:00,"EF",45.81,-114.28,"0","RX2","FMC","130",1614.86,"0",4.00,8.00,1.00,1.00,"3.5",5.00,"PSEMEN","PINPON","3"
1098.00,8/11/2015 0:00:00,"LS",45.81,-114.27,"0","RX2","FMC","185",1482.19,"0",19.00,9.00,19.00,14.00,"15.25",11.00,"PSEMEN","PINPON","3"
1099.00,8/11/2015 0:00:00,"EF",45.81,-114.28,"0","RX2","FMC","180",1568.97,"0",4.00,9.00,20.00,8.00,"10.25",9.00,"PSEMEN","PINPON","3"
1100.00,8/11/2015 0:00:00,"LS",45.81,-114.28,"0","RX2","FMC","275",1438.38,"no weights documented for clip plots due to rain.",7.00,7.00,12.00,11.00,"9.25",12.00,"PSEMEN","PINPON","3"
1101.00,8/11/2015 0:00:00,"JM, MD",45.81,-114.27,"0","RX1","FMC","124",1605.33,"0",8.00,19.00,13.00,14.00,"13.5",8.00,"PINPON","PSEMEN","3"
1102.00,8/11/2015 0:00:00,"MD",45.82,-114.27,"0","RX1","FMC","134",1635.71,"0",15.00,16.00,8.00,20.00,"14.75",16.00,"PINCON","PSEMEN","3"
1103.00,8/11/2015 0:00:00,"JM",45.81,-114.26,"0","RX1","FMC","82",1490.82,"0",11.00,4.00,11.00,8.00,"8.5",3.00,"PINPON","PSEMEN","2"
1104.00,8/11/2015 0:00:00,"JM",45.82,-114.27,"0","RX1","FMC","204",1623.18,"0",12.00,9.00,6.00,21.00,"12",13.00,"PINPON","PSEMEN","3"
1105.00,8/11/2015 0:00:00,"MD",46.82,-114.27,"0","RX1","FMC","171",1560.06,"no weights for samples-wet",19.00,13.00,23.00,9.00,"16",11.00,"PINPON","PSEMEN","3"
1200.00,7/16/2015 0:00:00,"LS, JM",46.67,-114.00,"0","DA","0","238",1203.50,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1201.00,7/16/2015 0:00:00,"MD",46.67,-114.00,"0","DA","0","327",1194.27,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1202.00,7/16/2015 0:00:00,"LS",46.69,-114.02,"0","DA","0","232",1156.38,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1203.00,7/16/2015 0:00:00,"MD",46.69,-114.02,"0","DA","0","263",1157.36,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1204.00,7/16/2015 0:00:00,"JM",46.69,-114.02,"0","DA","0","250",1142.27,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1205.00,7/16/2015 0:00:00,"LS, MD",46.69,-114.02,"0","DA","0","238",1135.68,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1206.00,7/16/2015 0:00:00,"JM",46.69,-114.02,"0","DA","0","276",1153.30,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1207.00,7/31/2015 0:00:00,"MD",46.70,-114.03,"0","DA","0","283",1081.14,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1208.00,7/31/2015 0:00:00,"MD",46.70,-114.03,"0","DA","0","259",1068.21,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1209.00,7/31/2015 0:00:00,"MD",46.70,-114.03,"0","DA","0","268",1056.43,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1210.00,8/27/2015 0:00:00,"EF",46.70,-114.03,"0","DA","0","284",1045.54,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1211.00,8/27/2015 0:00:00,"LS",46.70,-114.03,"0","DA","0","272",1087.36,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1212.00,7/21/2015 0:00:00,"LS",46.48,-113.94,"0","DA","GLM","316",1416.23,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1213.00,7/21/2015 0:00:00,"LS, MD",46.47,-113.94,"0","DA","GLM","294",1423.38,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1214.00,7/21/2015 0:00:00,"LS",46.48,-113.94,"0","DA","GLM","275",1399.68,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1215.00,7/21/2015 0:00:00,"MD",46.47,-113.94,"0","DA","GLM","291",1404.52,"plot moved out of sage brush",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1216.00,7/21/2015 0:00:00,"MD",46.47,-113.94,"0","DA","GLM","297",1415.44,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1217.00,7/31/2015 0:00:00,"LS",46.48,-113.94,"0","DA","0","297",1392.40,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1218.00,7/31/2015 0:00:00,"EF",46.48,-113.94,"0","DA","0","280",1405.64,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1219.00,7/31/2015 0:00:00,"LS",46.48,-113.94,"0","DA","0","257",1441.08,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1220.00,7/31/2015 0:00:00,"EF",46.48,-113.94,"0","DA","0","280",1423.45,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1221.00,7/31/2015 0:00:00,"LS",46.48,-113.94,"0","DA","0","284",1412.64,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1227.00,7/22/2015 0:00:00,"MD, JM",46.71,-114.03,"0","DA","0","269",1017.03,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1228.00,7/22/2015 0:00:00,"MD",46.71,-114.03,"0","DA","0","211",1084.89,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1229.00,7/22/2015 0:00:00,"JM",46.71,-114.03,"0","DA","0","216",1046.92,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1230.00,7/22/2015 0:00:00,"MD",46.71,-114.03,"0","DA","0","280",1078.18,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1231.00,7/22/2015 0:00:00,"JM",46.72,-114.03,"0","DA","0","297",1057.15,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1241.00,8/5/2015 0:00:00,"EF",46.68,-114.03,"0","IA","0","300",988.48,,0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1242.00,8/5/2015 0:00:00,"EF",46.68,-114.03,"0","IA","0","300",993.34,,0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1243.00,8/5/2015 0:00:00,"EF",46.68,-114.03,"0","IA","0","300",995.19,,0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1245.00,8/31/2015 0:00:00,"JM",46.57,-113.96,"0","IA","0","flat",1114.87,"Recently harvested.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1246.00,8/31/2015 0:00:00,"LS",46.57,-113.95,"0","IA","0","FLAT",1118.58,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1247.00,8/24/2015 0:00:00,"EF",46.59,-113.93,"0","IA","0","220",1172.18,"this field has NOT recently been mowed. same MEDSAT/DACGLO mix as 1249, but these clip plots have biomass. also spoke with the owner and he said they make a point to chase the elk out of here. :)",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1248.00,8/24/2015 0:00:00,"MD",46.59,-113.94,"0","IA","0","FLAT",1160.65,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1249.00,8/24/2015 0:00:00,"MD, EF",46.60,-113.93,"0","IA","0","FLAT",1197.89,"field has been cut for the season, clip plots not at full biomass",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1250.00,8/24/2015 0:00:00,"MD",46.59,-113.94,"0","IA","0","FLAT",1173.78,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1251.00,8/24/2015 0:00:00,"EF",46.60,-113.94,"0","IA","0","210",1181.15,"plot not cut",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1252.00,8/31/2015 0:00:00,"JM, LS",46.57,-113.96,"0","IA","0","flat",1115.71,"Field will be heavily grazed in a few weeks.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1254.00,8/3/2015 0:00:00,"LS",46.54,-113.95,"0","IA","0","FLAT",1137.46,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1256.00,8/3/2015 0:00:00,"LS",46.54,-113.95,"0","IA","0","FLAT",1136.17,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1257.00,8/3/2015 0:00:00,"LS",46.54,-113.96,"0","IA","0","FLAT",1129.10,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1258.00,8/27/2015 0:00:00,"MD",46.59,-113.94,"0","IA","0","FLAT",1146.71,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1259.00,8/27/2015 0:00:00,"JM",46.59,-113.95,"0","IA","0","flat",1152.86,"Field was very recently cut.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1260.00,8/17/2015 0:00:00,"LS",46.46,-113.94,"0","IA","0","FLAT",1272.91,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1261.00,8/17/2015 0:00:00,"JM",46.46,-113.94,"0","IA","0","flat",1271.86,"very recently harvested.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1262.00,8/17/2015 0:00:00,"JM",46.46,-113.94,"0","IA","0","flat",1280.25,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1263.00,8/17/2015 0:00:00,"JM",46.47,-113.95,"0","IA","0","flat",1265.21,"very recently harvested.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1264.00,8/17/2015 0:00:00,"LS",46.46,-113.94,"0","IA","0","FLAT",1282.18,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1265.00,8/27/2015 0:00:00,"LS",46.47,-113.95,"0","IA","0","FLAT",1267.65,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1266.00,8/27/2015 0:00:00,"EF",46.47,-113.95,"0","IA","0","flat",1268.37,"fields cut. biomass will be less.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1267.00,8/27/2015 0:00:00,"EF, LS",46.46,-113.94,"0","IA","0","flat",1284.39,"fields have been cut",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1268.00,8/31/2015 0:00:00,"JM",46.46,-113.94,"0","IA","0","flat",1279.61,"Recently cut.",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
1269.00,8/31/2015 0:00:00,"LS",46.46,-113.94,"0","IA","0","flat",1287.66,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
5325.00,8/5/2015 0:00:00,"MD",46.73,-114.04,"0","GLM","0","291",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
5326.00,8/5/2015 0:00:00,"MD",46.73,-114.04,"0","GLM","0","FLAT",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
5340.00,8/7/2015 0:00:00,"LS",46.84,-113.95,"0","GLM","0","144",0.00,"0",0.00,0.00,0.00,0.00,"0",1.00,"PINPON","0","2"
5344.00,8/7/2015 0:00:00,"LS",46.84,-113.96,"0","GLM","0","200",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"0","0","0"
5364.00,8/6/2015 0:00:00,"EF",46.53,-113.90,"0","GUM","0","215",0.00,"0",0.00,10.00,0.00,0.00,"2.5",1.00,"PINPON","0","3"
5367.00,8/6/2015 0:00:00,"EF",46.54,-113.90,"0","GUM","0","220",0.00,"0",0.00,0.00,0.00,0.00,"0",0.00,"PINPON","0","2"
